age,monthly_income,loan_amount,repayment_period,credit_history,device_change_count,ip_change_count,accounts_per_phone,recent_applications,id_reuse_flag,income_age_ratio,loan_income_ratio,night_application,vpn_usage,failed_kyc_attempts,multiple_ids_flag,app_completion_seconds,same_day_multiple_apps,fraud
20,30322,71511,36,8,1,7,2,1,0,1516.1,2.3584,1,0,2,0,1458,1,0
27,172284,92997,3,2,3,0,2,7,0,6380.8889,0.5398,0,0,4,0,326,0,0
57,99835,284475,1,9,9,3,3,6,0,1751.4912,2.8495,0,0,4,0,1129,0,1
64,260027,280037,3,8,2,1,4,5,0,4062.9219,1.077,0,0,3,0,3102,0,0
59,78079,196985,1,0,9,4,3,2,0,1323.3729,2.5229,1,1,4,0,2604,0,1
18,28946,19243,12,4,4,7,4,8,0,1608.1111,0.6648,0,1,4,0,3039,0,1
46,167812,16535,18,9,6,0,2,1,0,3648.087,0.0985,0,0,2,0,1998,0,0
51,12253,457419,3,4,4,2,4,3,0,240.2549,37.3312,0,0,3,0,1725,0,1
30,84311,464813,18,0,4,3,4,1,0,2810.3667,5.5131,0,0,0,0,3158,0,0
18,299957,330538,3,0,3,3,1,5,0,16664.2778,1.102,0,0,0,0,3415,1,0
51,72593,157561,36,2,8,2,1,6,0,1423.3922,2.1705,0,0,1,0,1945,0,0
46,154485,342358,24,8,5,1,4,8,0,3358.3696,2.2161,0,0,2,0,1144,0,0
64,231833,383439,3,6,9,3,1,5,0,3622.3906,1.6539,0,0,3,0,1721,0,0
30,43485,363513,18,5,5,7,4,5,0,1449.5,8.3595,0,0,4,0,3552,0,1
46,204304,113695,24,8,5,1,1,4,0,4441.3913,0.5565,1,0,2,0,2821,0,0
56,283245,216958,6,3,5,4,2,9,0,5057.9464,0.766,0,0,3,0,1118,0,0
41,13831,276490,36,3,0,2,3,9,0,337.3415,19.9906,0,0,3,0,334,0,1
43,10004,180077,12,2,5,1,1,3,0,232.6512,18.0005,0,1,2,0,1910,0,0
34,42170,400989,6,4,3,4,3,9,1,1240.2941,9.5089,0,0,2,0,2416,0,1
24,48555,227073,6,4,1,6,1,3,0,2023.125,4.6766,0,0,2,0,1293,0,0
30,123115,123580,3,9,5,0,4,3,0,4103.8333,1.0038,0,1,1,0,544,0,0
22,183475,338468,12,6,0,3,1,4,0,8339.7727,1.8448,0,0,4,0,1741,1,0
43,212132,164415,36,6,0,2,1,0,0,4933.3023,0.7751,0,0,2,0,1680,0,0
20,68471,244470,24,5,4,0,3,1,0,3423.55,3.5704,0,1,1,1,1033,0,1
24,62287,365890,3,3,5,6,3,2,1,2595.2917,5.8743,1,0,0,0,862,0,1
56,121475,75783,1,6,1,0,1,6,0,2169.1964,0.6239,0,1,1,0,2979,0,0
18,55151,440179,3,1,9,0,3,0,0,3063.9444,7.9813,0,0,4,0,2797,0,0
34,72384,436199,24,8,7,7,1,2,0,2128.9412,6.0262,0,0,0,0,946,0,0
60,38541,168044,18,6,3,1,4,6,0,642.35,4.3601,0,0,2,1,2275,0,1
42,77847,280103,36,1,3,6,4,5,0,1853.5,3.5981,0,0,2,0,2978,0,0
20,223171,352487,36,9,9,3,2,1,0,11158.55,1.5794,1,0,2,0,2676,0,0
32,216811,166205,3,1,4,2,3,3,0,6775.3438,0.7666,0,0,2,0,2405,0,0
46,218739,221826,1,5,9,5,1,0,0,4755.1957,1.0141,0,0,0,0,1553,0,0
60,172813,52150,3,6,3,7,4,4,0,2880.2167,0.3018,0,0,1,0,3236,0,0
49,104919,284878,24,8,4,5,2,1,0,2141.2041,2.7152,0,0,1,0,3422,0,0
43,221746,482580,36,3,9,3,2,7,0,5156.8837,2.1763,0,0,3,0,2820,0,0
33,199020,18400,1,7,2,7,1,9,0,6030.9091,0.0925,0,0,1,0,907,0,0
42,66768,152074,12,9,7,3,2,5,0,1589.7143,2.2776,0,0,1,0,1662,0,0
45,48262,361473,24,1,5,3,2,0,1,1072.4889,7.4898,0,1,1,0,2201,0,1
26,25605,387582,36,5,7,4,1,1,0,984.8077,15.137,0,0,1,0,503,0,0
18,83590,430708,3,3,4,6,2,3,0,4643.8889,5.1526,0,1,1,0,723,0,0
46,295375,98753,36,7,6,4,2,2,0,6421.1957,0.3343,0,0,0,0,2481,0,0
39,84397,495978,1,8,9,4,1,8,0,2164.0256,5.8767,0,1,4,0,1261,0,1
33,82123,225540,24,1,6,4,1,0,0,2488.5758,2.7464,0,1,4,0,1669,0,0
58,280659,372007,12,6,5,3,4,6,0,4838.9483,1.3255,0,0,3,0,1946,0,1
61,283744,162947,18,6,9,3,2,8,0,4651.541,0.5743,0,0,1,0,1721,1,0
58,163964,157118,6,7,3,5,4,8,0,2826.9655,0.9582,0,0,2,0,2162,0,0
24,173767,155736,1,4,5,2,4,5,0,7240.2917,0.8962,0,1,4,0,3315,0,1
31,140501,418669,18,2,8,5,3,6,0,4532.2903,2.9798,0,0,2,0,2211,0,1
46,140678,5746,12,0,3,5,1,7,0,3058.2174,0.0408,0,0,3,0,3281,0,1
36,119380,221581,18,3,5,2,3,2,0,3316.1111,1.8561,1,0,2,0,402,0,0
36,176206,124765,3,2,5,2,1,4,0,4894.6111,0.7081,0,0,1,0,337,0,0
19,161547,407433,6,1,2,5,3,3,1,8502.4737,2.5221,0,0,1,0,2470,1,1
58,157802,326328,1,5,3,5,1,8,0,2720.7241,2.068,0,0,0,0,508,0,0
62,157185,89898,24,6,2,5,2,8,0,2535.2419,0.5719,0,0,1,0,3584,0,0
32,156083,304979,36,9,2,7,2,3,0,4877.5938,1.954,0,1,4,0,1877,0,0
20,60746,272277,12,6,9,2,4,1,0,3037.3,4.4822,0,0,1,0,1016,0,0
28,178925,102345,6,7,3,2,3,0,0,6390.1786,0.572,1,1,1,0,268,0,0
63,173393,41533,12,1,3,4,4,2,0,2752.2698,0.2395,0,0,2,0,699,0,0
47,288453,399620,36,9,5,7,3,1,0,6137.2979,1.3854,0,0,3,0,1565,0,0
57,295320,165411,18,5,3,3,1,4,0,5181.0526,0.5601,0,0,1,0,1008,0,0
35,73879,291869,12,5,5,2,1,5,0,2110.8286,3.9506,0,0,4,0,3549,0,0
19,72592,206404,12,9,1,7,3,8,0,3820.6316,2.8433,0,0,3,0,1673,0,1
49,225084,439596,18,0,3,1,3,3,0,4593.551,1.953,0,0,1,1,967,0,1
25,202494,442289,18,1,1,6,2,3,0,8099.76,2.1842,0,0,3,0,2847,0,0
39,275728,192945,36,8,7,2,3,3,0,7069.9487,0.6998,0,1,4,0,1083,0,0
23,129555,218972,6,7,8,7,2,0,0,5632.8261,1.6902,0,0,2,0,3466,0,0
29,23830,128240,1,3,6,2,3,2,0,821.7241,5.3815,0,1,2,0,830,0,1
64,221897,173413,18,5,5,7,2,3,0,3467.1406,0.7815,1,0,0,0,1924,0,0
57,257234,264380,6,1,7,3,4,0,1,4512.8772,1.0278,0,0,4,0,1725,0,1
53,270735,331060,36,4,3,7,2,4,0,5108.2075,1.2228,1,0,1,0,1813,0,0
32,98878,368625,12,1,9,5,4,9,0,3089.9375,3.7281,0,0,1,0,1921,0,0
45,130407,129357,12,4,1,7,2,8,0,2897.9333,0.9919,0,0,0,0,296,0,0
62,121869,277682,24,6,3,7,1,0,0,1965.629,2.2785,0,1,4,0,2241,0,0
35,262716,406187,3,6,4,4,2,6,0,7506.1714,1.5461,1,0,3,0,1408,0,0
19,288539,100821,18,8,8,0,3,1,1,15186.2632,0.3494,0,0,3,0,489,0,1
30,21738,477669,36,2,4,5,4,9,0,724.6,21.9739,0,1,2,0,407,0,1
62,138703,39655,6,3,8,5,3,8,0,2237.1452,0.2859,0,1,3,0,142,0,1
32,153977,209094,24,8,8,3,3,3,0,4811.7812,1.358,0,0,3,0,1875,0,1
37,24056,61784,6,7,7,4,1,2,0,650.1622,2.5683,0,1,4,0,3296,0,1
46,245746,385691,1,6,4,1,2,6,0,5342.3043,1.5695,0,0,4,0,2837,0,0
59,120316,381321,24,7,1,6,1,5,0,2039.2542,3.1693,0,0,0,0,266,0,0
46,171519,455505,36,8,4,6,2,9,0,3728.6739,2.6557,0,0,4,0,2084,0,0
20,59418,169482,6,3,0,7,3,7,0,2970.9,2.8524,0,0,0,0,2763,0,0
36,31014,354126,18,4,7,0,2,8,0,861.5,11.4183,0,0,0,0,1007,0,0
20,209071,445518,6,8,1,6,1,6,0,10453.55,2.1309,0,0,1,0,666,0,0
31,243989,415919,3,6,6,4,4,5,0,7870.6129,1.7047,1,0,3,0,2599,0,1
57,186350,307335,12,3,1,5,1,7,0,3269.2982,1.6492,1,0,4,0,1199,1,1
21,268924,250526,12,5,4,4,1,8,0,12805.9048,0.9316,0,0,0,0,425,0,0
28,195330,317256,24,0,9,3,1,7,0,6976.0714,1.6242,1,0,3,0,1005,0,0
48,47192,12399,6,0,6,4,4,5,0,983.1667,0.2627,1,0,4,0,344,0,1
60,48923,367509,6,8,5,2,3,7,1,815.3833,7.512,0,0,3,0,1138,0,1
49,94196,13685,6,7,4,4,1,8,0,1922.3673,0.1453,0,0,0,1,1553,0,1
44,7395,350921,6,0,5,0,1,5,0,168.0682,47.4538,1,1,3,0,3442,0,1
47,233456,267631,3,1,1,4,1,5,0,4967.1489,1.1464,0,0,2,0,482,0,0
60,76028,275162,18,3,9,1,4,1,0,1267.1333,3.6192,0,0,3,0,1780,0,0
19,247463,425041,3,0,0,7,4,8,0,13024.3684,1.7176,0,0,2,0,1102,0,0
26,146056,139822,36,1,0,6,4,7,0,5617.5385,0.9573,0,0,4,0,705,0,0
45,208400,453172,36,4,7,2,3,4,0,4631.1111,2.1745,0,0,0,0,1630,0,0
48,260315,444445,3,7,2,0,2,9,0,5423.2292,1.7073,1,0,3,0,571,0,0
51,294068,84220,3,5,2,0,3,2,0,5766.0392,0.2864,0,0,3,0,2874,0,0
32,299721,306262,12,5,8,5,3,8,0,9366.2812,1.0218,1,0,3,0,3046,0,1
42,143783,60615,36,3,5,3,3,9,0,3423.4048,0.4216,0,0,0,0,2348,0,0
53,90548,80946,3,1,3,6,2,6,0,1708.4528,0.894,0,1,3,0,2163,0,0
25,262288,253409,6,2,3,3,1,8,1,10491.52,0.9661,0,1,4,0,1375,0,1
26,130093,122869,3,5,6,2,4,6,1,5003.5769,0.9445,0,0,4,0,3120,0,1
54,240835,451506,6,5,5,0,3,7,0,4459.9074,1.8748,1,1,4,0,1610,0,1
62,211084,278249,24,4,1,5,4,9,0,3404.5806,1.3182,1,0,4,0,2912,0,1
56,275398,413129,36,5,8,1,4,4,0,4917.8214,1.5001,0,0,1,0,3313,0,0
49,234027,364708,18,5,1,4,4,9,0,4776.0612,1.5584,0,1,1,0,2726,0,0
34,213072,181587,12,0,7,4,1,9,0,6266.8235,0.8522,0,0,4,0,1804,0,1
52,253029,48342,18,5,3,4,4,5,0,4865.9423,0.1911,0,0,3,0,2744,0,0
54,214047,375160,24,4,9,3,4,7,0,3963.8333,1.7527,0,0,4,0,67,0,1
36,135509,247605,18,7,0,0,1,6,0,3764.1389,1.8272,0,0,1,0,1608,0,0
61,242784,184256,12,8,0,7,4,0,1,3980.0656,0.7589,0,1,1,0,1408,0,1
46,8273,477463,6,5,8,0,2,9,0,179.8478,57.7134,0,1,0,0,3067,0,0
24,20330,323650,24,9,3,1,2,3,0,847.0833,15.9198,0,0,0,0,2798,0,0
45,157566,288111,24,3,0,3,3,7,0,3501.4667,1.8285,0,0,3,0,2771,0,0
26,81422,299167,6,2,2,1,2,8,0,3131.6154,3.6743,0,0,0,0,2581,0,0
45,8212,317432,6,9,2,0,2,5,0,182.4889,38.6547,0,0,2,0,654,0,0
23,237131,253868,12,0,6,4,2,3,1,10310.0435,1.0706,0,0,2,0,1150,0,1
46,92594,125939,36,6,5,6,1,1,0,2012.913,1.3601,0,0,0,0,2627,0,0
34,137152,364685,3,4,7,7,2,8,0,4033.8824,2.659,0,0,2,0,1109,0,0
33,299819,289766,36,3,6,3,4,0,0,9085.4242,0.9665,0,0,1,0,617,0,0
40,27007,46201,1,8,0,3,3,4,0,675.175,1.7107,0,0,4,0,1571,0,0
48,118805,469249,3,6,2,3,4,7,0,2475.1042,3.9497,1,0,4,0,1818,0,1
20,100815,17350,36,9,8,5,4,3,0,5040.75,0.1721,0,0,2,0,792,0,0
38,267783,317964,3,7,3,7,2,0,0,7046.9211,1.1874,0,0,1,0,3482,0,0
43,83038,311853,18,3,2,5,3,3,0,1931.1163,3.7555,0,0,1,1,1166,0,1
53,270880,351376,1,9,4,4,4,4,1,5110.9434,1.2972,0,0,0,0,234,0,1
59,258506,421686,6,9,7,5,3,4,0,4381.4576,1.6312,0,0,1,0,207,0,0
54,21473,162961,3,7,0,3,2,0,0,397.6481,7.5891,0,0,1,0,1128,0,0
39,133771,142296,36,3,1,5,4,1,0,3430.0256,1.0637,0,0,1,0,1041,0,0
59,130801,239332,12,0,6,7,1,5,0,2216.9661,1.8297,0,1,4,0,1496,0,1
29,91623,137537,3,7,0,5,4,9,0,3159.4138,1.5011,1,0,2,0,744,0,0
59,230097,345562,6,0,4,2,4,4,0,3899.9492,1.5018,0,0,0,0,3142,0,0
30,220933,98739,36,2,9,3,3,8,0,7364.4333,0.4469,0,1,0,0,1596,0,0
28,201879,225552,3,6,7,5,3,6,1,7209.9643,1.1173,0,0,0,0,1732,0,1
33,285558,56214,24,2,5,7,3,4,0,8653.2727,0.1969,0,0,3,0,2829,0,1
25,29220,227445,18,7,2,4,2,8,0,1168.8,7.7839,1,0,2,0,1340,0,1
57,65531,135016,18,4,6,5,3,0,0,1149.6667,2.0603,1,0,4,0,1536,0,1
57,178497,25336,3,2,2,5,2,2,0,3131.5263,0.1419,0,0,2,0,1138,0,0
62,14387,39624,18,4,4,6,3,1,0,232.0484,2.7542,0,0,0,0,1578,0,0
19,250752,328350,12,4,6,3,1,6,0,13197.4737,1.3095,0,0,4,1,1031,0,1
47,81815,45764,1,7,1,5,3,8,0,1740.7447,0.5594,0,0,2,0,2071,0,0
47,32584,491548,3,8,9,2,2,1,0,693.2766,15.0856,0,1,1,0,595,0,0
29,49783,357469,12,5,3,2,2,5,0,1716.6552,7.1805,0,0,2,0,2336,0,0
27,175881,46420,24,9,1,6,4,1,0,6514.1111,0.2639,0,0,1,0,3251,0,0
61,190399,483974,12,2,6,7,3,2,0,3121.2951,2.5419,0,0,0,0,1369,0,0
28,129494,105381,12,1,2,7,2,0,0,4624.7857,0.8138,1,0,1,0,2318,0,0
32,120814,66671,24,2,8,5,4,5,0,3775.4375,0.5518,0,0,3,0,1250,0,1
33,255139,409989,6,8,5,3,1,1,0,7731.4848,1.6069,0,0,4,0,99,0,0
34,146929,108596,3,6,0,7,2,2,0,4321.4412,0.7391,1,0,1,0,2422,0,0
43,178333,289591,3,8,9,0,3,5,0,4147.2791,1.6239,0,0,4,0,2347,0,1
19,251509,136105,3,5,7,7,1,5,0,13237.3158,0.5412,0,0,1,0,368,0,0
29,18580,450068,1,7,6,0,2,3,1,640.6897,24.2233,0,0,0,0,144,0,1
43,23240,21497,12,9,0,1,3,0,0,540.4651,0.925,0,0,2,0,2386,0,0
40,259351,80714,3,8,2,2,2,6,0,6483.775,0.3112,1,0,1,0,813,0,0
35,259271,127892,18,2,2,0,3,1,1,7407.7429,0.4933,0,0,0,0,2878,0,1
49,85974,204154,6,6,2,1,4,5,0,1754.5714,2.3746,0,0,1,0,2308,0,0
55,78401,468148,24,8,6,0,2,6,0,1425.4727,5.9712,0,0,3,0,2249,0,0
64,218165,415194,24,1,5,3,2,1,0,3408.8281,1.9031,0,1,4,0,2650,0,0
20,169340,240939,1,6,1,5,1,5,0,8467.0,1.4228,0,0,1,0,1842,0,0
55,270790,144954,36,4,4,2,4,0,0,4923.4545,0.5353,0,0,0,0,577,0,0
20,191443,149017,24,7,5,0,1,5,0,9572.15,0.7784,0,1,0,0,3590,1,0
47,253123,481536,6,3,1,3,2,7,1,5385.5957,1.9024,0,0,2,0,2802,0,1
18,94460,450701,36,0,0,1,4,7,0,5247.7778,4.7713,0,0,4,0,2343,0,0
47,56048,463066,12,9,3,3,3,6,0,1192.5106,8.262,0,0,2,0,2576,0,1
62,211518,250720,24,7,3,1,4,3,0,3411.5806,1.1853,0,0,4,0,1713,0,0
49,137850,323014,36,5,3,0,4,3,0,2813.2653,2.3432,1,0,4,0,333,0,0
45,216912,150667,36,7,0,5,3,4,1,4820.2667,0.6946,0,0,1,0,1427,0,1
38,271891,216363,24,2,2,4,2,7,0,7155.0263,0.7958,0,0,2,0,3253,0,0
63,5045,98847,18,7,6,5,2,3,0,80.0794,19.5931,0,0,2,0,385,0,0
30,12758,196110,12,7,3,3,1,8,0,425.2667,15.3715,0,0,2,1,2858,0,1
44,260397,450342,3,0,1,7,2,2,0,5918.1136,1.7294,1,1,0,0,3331,1,0
53,159509,243303,6,3,7,4,2,8,0,3009.6038,1.5253,0,0,3,0,2764,0,0
24,155657,359278,24,6,0,2,3,1,0,6485.7083,2.3081,0,0,1,0,1370,0,0
39,145926,429665,18,0,8,4,1,5,0,3741.6923,2.9444,0,0,2,0,665,0,0
27,188148,364254,6,2,4,7,4,4,0,6968.4444,1.936,0,0,4,0,3111,0,1
56,153421,242337,36,2,1,5,1,4,0,2739.6607,1.5796,0,0,4,0,439,0,0
32,232300,412855,1,5,3,2,2,5,1,7259.375,1.7772,0,0,1,0,1817,0,1
32,157420,439586,18,4,2,7,1,9,1,4919.375,2.7924,0,0,0,0,1341,0,1
21,170368,490775,36,6,6,6,4,6,0,8112.7619,2.8807,0,0,2,0,1752,0,0
49,24455,206700,1,2,5,0,3,3,0,499.0816,8.4523,0,0,3,0,715,0,1
40,214896,72918,24,0,8,7,2,3,0,5372.4,0.3393,0,0,0,0,896,0,0
23,236897,436926,18,2,3,0,2,8,0,10299.8696,1.8444,0,0,1,0,1281,0,0
41,93552,186123,3,7,2,3,4,3,1,2281.7561,1.9895,0,0,2,0,141,0,1
37,45484,192711,36,4,6,7,3,7,0,1229.2973,4.2369,1,0,1,0,2184,0,1
54,139476,4159,6,2,5,4,1,9,0,2582.8889,0.0298,0,0,1,0,3038,0,0
37,173332,334336,6,7,4,7,4,0,0,4684.6486,1.9289,0,0,1,0,501,0,0
29,105647,330132,36,5,9,2,1,3,0,3643.0,3.1249,0,0,1,1,1347,0,1
50,70642,108739,36,2,6,2,3,1,0,1412.84,1.5393,1,0,3,0,3420,0,0
45,216803,281850,12,4,4,4,3,9,0,4817.8444,1.3,0,0,1,0,497,0,0
25,133824,404078,18,0,8,5,3,4,0,5352.96,3.0195,0,0,4,0,3462,1,1
18,253914,273363,18,5,3,6,3,1,0,14106.3333,1.0766,0,0,1,0,3266,0,0
54,296749,352161,36,8,0,7,1,6,1,5495.3519,1.1867,1,0,3,1,3156,0,1
39,115879,297680,1,6,9,0,4,9,0,2971.2564,2.5689,0,0,1,0,462,1,0
23,125827,334776,18,7,4,5,4,6,0,5470.7391,2.6606,0,0,2,1,1013,0,1
38,272724,235561,6,5,0,0,1,8,0,7176.9474,0.8637,0,0,0,0,3447,0,0
49,272544,471607,18,4,0,2,3,3,1,5562.1224,1.7304,0,0,3,0,766,0,1
52,175715,457102,12,5,0,3,3,4,0,3379.1346,2.6014,0,1,2,0,933,0,0
32,232257,371942,12,6,0,6,2,2,0,7258.0312,1.6014,0,0,3,0,479,0,0
22,132319,474212,36,8,7,0,2,6,0,6014.5,3.5839,0,0,0,0,3324,0,0
63,111960,297081,6,7,1,7,1,4,0,1777.1429,2.6535,0,0,4,0,162,1,1
23,44015,22094,6,4,8,1,4,8,0,1913.6957,0.502,0,0,0,1,2678,0,1
42,208877,126312,6,6,6,2,2,6,0,4973.2619,0.6047,0,0,4,0,542,0,0
63,150109,105894,18,7,2,4,2,3,0,2382.6825,0.7054,0,0,1,0,582,0,0
57,267063,247146,18,0,8,7,4,6,0,4685.3158,0.9254,0,1,2,0,361,0,1
46,93754,118118,3,7,3,4,2,0,0,2038.1304,1.2599,0,0,3,1,3223,0,1
24,226775,159996,24,6,6,5,4,1,1,9448.9583,0.7055,1,0,4,0,1154,0,1
57,208225,346469,36,1,2,5,1,2,0,3653.0702,1.6639,0,1,3,0,2185,0,0
30,157606,132195,24,1,4,2,2,4,0,5253.5333,0.8388,0,1,0,0,2448,0,0
55,227067,447365,1,5,3,5,3,4,0,4128.4909,1.9702,1,0,1,0,3393,0,0
35,61879,334589,18,2,5,5,1,6,0,1767.9714,5.4071,0,1,0,0,1567,0,0
19,124894,32854,3,0,8,2,2,8,0,6573.3684,0.2631,0,0,4,0,3100,0,0
25,70839,61796,3,7,4,0,4,9,0,2833.56,0.8723,0,0,2,0,1730,0,0
28,34756,332576,12,6,0,2,1,8,0,1241.2857,9.5689,0,1,4,0,2040,0,0
50,148755,191040,18,3,4,2,2,5,0,2975.1,1.2843,0,0,4,0,2935,0,0
55,185557,435050,3,0,4,7,1,6,0,3373.7636,2.3446,0,0,0,0,3290,0,0
44,234303,280255,12,1,8,5,3,7,0,5325.0682,1.1961,0,0,4,0,2221,0,1
37,154787,73575,1,8,7,1,2,3,1,4183.4324,0.4753,0,0,2,0,2326,0,1
29,97943,111380,12,3,4,4,2,6,0,3377.3448,1.1372,1,0,1,0,2130,0,0
60,223188,287243,1,2,4,5,4,5,0,3719.8,1.287,0,0,0,0,2788,0,0
48,153188,463422,24,7,1,0,1,7,0,3191.4167,3.0252,0,0,4,0,405,0,0
44,41744,444509,24,3,8,3,3,0,0,948.7273,10.6485,0,0,3,0,1119,0,1
49,129697,109871,6,6,3,0,4,4,0,2646.8776,0.8471,0,0,1,0,3316,1,0
27,121072,250791,6,4,6,4,2,2,0,4484.1481,2.0714,0,0,0,0,2654,0,0
20,241028,278173,36,4,9,3,4,8,0,12051.4,1.1541,0,1,2,0,109,0,1
62,174123,426027,12,5,5,2,4,8,0,2808.4355,2.4467,1,0,2,0,938,0,0
44,12176,16793,36,3,4,7,3,2,0,276.7273,1.3792,0,0,1,0,2928,0,0
52,257365,311250,6,1,4,1,2,9,0,4949.3269,1.2094,0,0,2,0,1534,0,0
48,154748,348806,18,5,6,1,3,1,0,3223.9167,2.254,0,0,0,0,2353,0,0
32,50177,216836,12,4,1,7,2,4,0,1568.0312,4.3214,0,0,0,0,1807,0,0
33,115623,259490,3,2,8,4,1,3,0,3503.7273,2.2443,1,1,0,0,2031,0,0
30,5997,478347,18,3,1,7,1,6,0,199.9,79.7644,1,1,4,0,229,0,1
52,125179,395188,36,2,8,5,3,7,0,2407.2885,3.157,0,0,2,0,3280,1,1
28,252439,394576,12,2,3,7,4,3,0,9015.6786,1.5631,0,0,4,0,2265,0,1
38,125403,134704,36,3,9,4,2,2,0,3300.0789,1.0742,0,0,2,0,2872,0,0
28,100287,430174,24,1,9,1,2,8,0,3581.6786,4.2894,1,0,2,0,3169,0,0
47,124574,235324,1,3,5,6,3,7,0,2650.5106,1.889,0,1,2,0,1125,1,1
52,261463,81882,36,9,0,7,4,6,0,5028.1346,0.3132,0,0,3,0,1973,0,0
39,126509,377002,6,1,4,3,4,7,0,3243.8205,2.98,1,0,4,0,2713,0,1
55,253505,150080,6,9,5,7,2,7,0,4609.1818,0.592,0,0,1,0,1109,0,0
48,197589,78656,6,7,8,3,1,9,0,4116.4375,0.3981,0,0,4,0,833,0,1
31,294531,424499,12,9,8,5,2,7,0,9501.0,1.4413,0,0,2,0,1554,0,0
41,9090,314052,18,4,8,0,1,0,0,221.7073,34.5492,0,0,1,0,1986,1,0
49,8743,139890,1,6,2,2,3,3,0,178.4286,16.0002,0,0,1,1,954,0,1
53,35924,464871,6,3,3,7,4,9,0,677.8113,12.9404,0,1,1,0,152,0,1
49,146268,31579,18,9,7,5,2,6,0,2985.0612,0.2159,0,0,3,0,2599,0,0
32,110312,56178,36,5,7,3,3,5,0,3447.25,0.5093,0,0,0,0,463,0,0
60,221249,189656,3,9,1,2,4,2,0,3687.4833,0.8572,0,0,2,0,518,0,0
52,229090,197092,24,3,7,7,1,2,0,4405.5769,0.8603,0,0,2,0,193,0,0
20,234602,114204,3,5,6,4,3,3,0,11730.1,0.4868,0,1,4,0,783,0,1
33,108976,96373,1,0,8,3,3,9,0,3302.303,0.8844,0,0,1,0,749,0,0
22,160183,133047,6,5,4,3,2,5,0,7281.0455,0.8306,1,0,3,0,2646,0,0
38,118566,457695,3,5,1,3,3,0,0,3120.1579,3.8603,0,1,1,0,3353,0,0
27,262443,279409,24,1,4,0,3,9,0,9720.1111,1.0646,0,1,4,0,139,0,1
36,124968,326662,18,9,1,5,2,3,0,3471.3333,2.614,1,0,0,1,3051,0,1
42,66600,398534,18,9,4,4,3,8,1,1585.7143,5.984,0,0,2,0,3123,0,1
21,55022,383755,3,8,8,1,1,6,0,2620.0952,6.9746,0,0,1,0,3548,1,0
46,139271,429297,36,5,6,0,2,5,0,3027.6304,3.0825,0,0,2,1,2314,0,1
36,128323,190721,36,6,6,0,1,4,0,3564.5278,1.4863,1,0,4,0,1563,0,0
60,191110,116475,6,1,0,3,2,1,0,3185.1667,0.6095,0,0,0,0,2448,0,0
19,125278,175141,24,1,8,0,4,1,0,6593.5789,1.398,1,0,3,0,1054,0,0
27,275041,210742,1,1,5,5,3,5,0,10186.7037,0.7662,0,0,0,0,3235,0,0
60,69541,368112,6,9,6,5,4,8,0,1159.0167,5.2935,0,0,3,0,3285,1,1
42,111968,374830,12,8,1,5,1,8,0,2665.9048,3.3477,0,1,1,0,1199,0,0
37,19892,77377,3,2,0,1,4,0,0,537.6216,3.8899,0,0,0,0,2847,0,0
36,29815,354815,12,3,3,0,1,6,1,828.1944,11.9006,0,0,1,0,1676,0,1
40,283411,144499,3,0,8,7,4,6,0,7085.275,0.5099,0,0,0,0,507,0,0
41,285412,434467,1,0,8,6,1,9,0,6961.2683,1.5222,0,0,1,0,3447,0,0
28,119463,231739,6,3,2,5,3,1,0,4266.5357,1.9398,0,0,4,0,1834,0,0
63,195732,103263,24,1,0,0,4,9,0,3106.8571,0.5276,0,0,4,0,721,0,0
51,201599,419381,36,7,1,3,1,3,0,3952.9216,2.0803,0,0,3,0,1877,0,0
45,199451,461501,36,3,8,4,1,7,0,4432.2444,2.3139,0,0,0,0,1732,0,0
22,177343,122359,6,2,8,5,4,5,0,8061.0455,0.69,0,0,0,0,92,0,0
22,143307,361988,3,2,0,1,4,6,0,6513.9545,2.526,0,0,3,0,2679,0,0
38,93757,65927,36,5,8,3,4,9,0,2467.2895,0.7032,0,1,1,0,1782,0,1
29,259200,336314,18,5,0,0,3,5,0,8937.931,1.2975,0,0,0,0,974,1,0
21,28645,339294,12,5,9,5,3,8,0,1364.0476,11.8448,0,0,3,0,1253,0,1
59,200630,288010,24,5,3,1,3,9,0,3400.5085,1.4355,0,0,3,0,829,0,1
37,159473,273426,24,7,4,6,4,9,0,4310.0811,1.7146,0,0,0,0,70,0,0
55,274915,152391,36,7,7,2,1,8,0,4998.4545,0.5543,1,0,2,0,2810,0,0
42,156460,430942,6,8,4,5,1,5,0,3725.2381,2.7543,0,0,1,0,2495,0,0
31,88251,16412,6,0,4,6,1,5,0,2846.8065,0.186,0,1,2,0,3178,0,0
28,62042,496379,3,9,3,6,2,8,1,2215.7857,8.0007,0,0,2,0,324,0,1
49,201945,467802,18,7,8,5,4,9,0,4121.3265,2.3165,0,0,1,0,1827,0,1
28,52024,125135,12,4,7,0,1,8,0,1858.0,2.4053,1,1,4,0,2277,0,0
35,159522,121019,18,2,8,4,4,2,0,4557.7714,0.7586,1,0,0,0,3301,0,0
44,61965,287727,24,9,6,0,4,6,0,1408.2955,4.6434,0,1,3,0,1212,0,0
35,277201,215649,18,2,6,7,1,2,0,7920.0286,0.778,0,0,0,0,2068,0,0
40,229321,325066,36,5,4,4,4,3,0,5733.025,1.4175,1,0,2,0,2240,1,1
