age,monthly_income,loan_amount,repayment_period,interest_rate,employment_type,credit_history,past_default_flag,previous_loan_count,on_time_repayment_count,debt_to_income_ratio,payment_to_income_ratio,days_to_first_payment,partial_payments,missed_payments,defaulted
33,292116,143658,18,0.1732,1,8,0,7,7,0.0273,0.0321,18,1,2,0
63,294267,372484,36,0.1532,2,6,0,1,0,0.0352,0.0405,50,3,9,0
51,79658,225626,18,0.2092,2,8,0,2,0,0.1574,0.1903,21,3,2,0
42,259208,301155,12,0.1657,1,9,0,6,4,0.0968,0.1129,1,1,0,0
27,256099,165506,6,0.1362,0,8,0,4,2,0.1077,0.1224,1,4,2,0
29,117387,453588,24,0.1251,1,3,1,4,2,0.161,0.1812,25,3,11,1
39,12187,209590,1,0.2409,3,7,1,0,0,17.1978,21.3414,55,4,1,1
58,246594,36245,18,0.2989,1,1,0,4,4,0.0082,0.0106,26,1,6,0
44,56994,126856,12,0.1837,1,6,0,6,4,0.1855,0.2196,1,2,5,0
59,279095,286916,12,0.2008,3,0,0,4,4,0.0857,0.1029,57,2,7,0
26,43750,369886,1,0.1159,3,4,0,5,5,8.4545,9.4343,58,0,1,1
51,41519,169663,6,0.2064,3,7,0,6,4,0.6811,0.8216,57,3,3,1
19,121781,77309,36,0.2248,0,6,0,0,0,0.0176,0.0216,26,1,25,0
59,78827,320984,1,0.1923,0,6,0,9,9,4.072,4.8549,49,4,0,1
52,66293,80926,3,0.113,0,9,0,1,1,0.4069,0.4529,6,0,2,0
47,227111,111367,36,0.2798,0,9,0,5,5,0.0136,0.0174,50,1,28,0
20,138532,419154,12,0.2983,0,4,0,8,6,0.2521,0.3273,58,3,5,0
23,43469,306964,36,0.1279,1,7,0,0,0,0.1962,0.2212,51,3,8,0
60,100070,404293,12,0.2408,0,1,0,8,7,0.3367,0.4178,33,0,10,0
28,141498,254568,1,0.2849,1,4,0,0,0,1.7991,2.3117,38,1,0,0
35,133812,162914,6,0.1815,0,6,0,4,2,0.2029,0.2398,8,1,3,0
27,94632,382620,6,0.2022,3,8,0,0,0,0.6739,0.8101,53,3,3,1
46,208897,413080,18,0.1528,1,2,0,5,3,0.1099,0.1266,19,0,14,0
37,259620,442984,3,0.1993,1,1,0,3,1,0.5688,0.6821,26,4,0,0
24,126651,314332,3,0.154,1,2,0,7,5,0.8273,0.9547,42,2,0,1
41,177987,227259,6,0.1744,2,4,0,1,1,0.2128,0.2499,34,3,1,0
42,241809,103207,12,0.1485,2,4,0,8,7,0.0356,0.0408,46,1,8,0
28,44438,389474,12,0.2436,2,0,1,4,3,0.7304,0.9083,13,1,1,1
33,103718,102652,18,0.2793,2,1,0,4,4,0.055,0.0703,31,0,18,0
56,274381,432198,3,0.1678,0,7,0,1,0,0.5251,0.6132,18,0,0,0
18,73580,447664,18,0.1827,2,5,1,6,5,0.338,0.3998,5,0,18,1
27,200874,464364,24,0.1198,0,5,0,2,1,0.0963,0.1079,56,3,20,0
60,105703,333857,1,0.2069,0,5,0,1,0,3.1584,3.8121,13,0,1,1
27,234136,143675,18,0.1225,0,9,0,1,0,0.0341,0.0383,47,4,7,0
28,84166,350637,3,0.2533,0,5,0,4,4,1.3887,1.7404,20,1,3,1
25,41605,120267,24,0.1042,1,5,0,4,4,0.1204,0.133,43,1,1,0
44,282426,375684,3,0.2633,2,1,0,8,6,0.4434,0.5601,4,2,2,0
61,151598,218832,1,0.1915,1,8,0,1,1,1.4435,1.7199,42,4,0,1
36,28750,394942,18,0.2434,1,9,1,6,4,0.7632,0.9489,27,0,7,1
49,27971,165121,24,0.1302,3,7,0,5,3,0.246,0.278,33,3,22,1
28,79949,49769,18,0.1213,1,9,0,6,5,0.0346,0.0388,35,3,1,0
43,245381,466006,24,0.2901,0,9,0,4,2,0.0791,0.1021,18,2,1,0
53,10597,65248,6,0.127,0,2,1,2,0,1.0262,1.1565,13,0,1,1
51,58337,327531,18,0.2666,1,5,0,2,0,0.3119,0.3951,25,4,14,0
36,249963,366127,36,0.1718,2,7,0,3,3,0.0407,0.0477,11,4,9,0
22,271639,413558,36,0.1147,2,2,1,9,7,0.0423,0.0471,1,4,20,0
33,160628,299968,3,0.248,3,0,0,0,0,0.6225,0.7768,42,0,2,1
20,133288,264124,1,0.1939,0,5,0,2,1,1.9816,2.3659,46,3,1,1
41,275845,237618,12,0.1445,0,8,0,4,2,0.0718,0.0822,14,0,11,0
48,74725,412819,6,0.1327,0,4,0,9,7,0.9208,1.0429,52,2,6,1
57,21648,455554,24,0.1347,0,8,0,0,0,0.8768,0.995,39,3,23,1
20,172684,298100,36,0.2826,0,4,0,1,0,0.048,0.0615,44,4,6,0
40,216398,192672,12,0.1723,0,6,0,0,0,0.0742,0.087,45,4,10,0
20,44818,173723,1,0.1489,1,1,0,3,3,3.8762,4.4533,52,0,0,0
44,210622,335340,12,0.2115,0,2,1,9,9,0.1327,0.1607,48,0,10,1
46,85497,83520,24,0.2891,1,7,0,8,7,0.0407,0.0525,41,3,14,0
46,94693,107252,1,0.1366,0,6,0,0,0,1.1326,1.2874,13,2,0,0
25,36947,168745,3,0.224,0,7,0,5,3,1.5224,1.8634,35,4,2,1
27,17312,175185,12,0.1207,0,6,1,4,4,0.8433,0.945,58,3,10,1
38,83747,382810,6,0.2475,2,7,1,0,0,0.7618,0.9504,18,0,4,1
64,267332,248921,36,0.113,0,7,1,3,1,0.0259,0.0288,37,4,16,1
31,131952,489895,3,0.1021,0,5,0,5,5,1.2376,1.364,37,3,3,1
42,103048,151482,3,0.2421,1,8,1,0,0,0.49,0.6086,41,0,1,1
18,178904,32140,1,0.2399,1,6,0,9,8,0.1796,0.2227,46,3,0,0
23,67105,152204,18,0.1669,0,3,0,2,1,0.126,0.147,21,4,0,0
55,87270,75891,3,0.2509,0,8,0,8,7,0.2899,0.3626,16,0,0,0
24,67844,65094,12,0.2113,0,8,0,7,7,0.08,0.0969,20,1,8,0
33,220962,58805,1,0.1881,0,5,0,3,2,0.2661,0.3162,51,4,0,0
43,9506,314916,12,0.2493,0,1,1,4,4,2.7607,3.4488,16,3,1,1
54,187661,70005,18,0.2232,3,2,1,6,6,0.0207,0.0254,33,4,7,1
55,208716,472773,1,0.1355,0,4,0,0,0,2.2651,2.5721,22,0,0,0
39,84369,58071,18,0.2422,1,5,1,3,2,0.0382,0.0475,19,0,17,1
25,91373,181951,1,0.2347,0,4,0,1,1,1.9913,2.4586,10,4,0,0
57,90285,88180,3,0.2539,0,6,1,5,3,0.3256,0.4082,39,0,2,1
47,6167,117142,3,0.241,0,7,0,5,3,6.3317,7.8577,37,2,3,1
45,223658,476876,24,0.2664,0,5,0,9,8,0.0888,0.1125,32,0,7,0
31,72819,16358,36,0.1542,2,0,0,7,7,0.0062,0.0072,44,0,26,0
40,112030,243323,1,0.1963,0,0,0,2,2,2.1719,2.5982,15,2,1,1
23,131938,106770,6,0.1015,3,7,0,0,0,0.1349,0.1486,14,4,1,0
20,250571,218103,36,0.2291,3,7,0,1,0,0.0242,0.0297,20,2,28,1
18,138936,318426,3,0.2572,1,0,0,7,7,0.764,0.9605,55,0,3,1
46,274956,496870,36,0.2383,0,8,1,4,3,0.0502,0.0622,45,0,3,0
34,102127,67410,36,0.1686,0,5,0,0,0,0.0183,0.0214,7,2,24,0
63,158838,391185,36,0.1478,0,3,0,8,8,0.0684,0.0785,39,1,22,0
55,129375,61410,3,0.2823,0,6,1,5,4,0.1582,0.2029,58,4,2,1
51,81561,139912,1,0.1847,0,3,1,2,0,1.7154,2.0322,58,2,0,1
23,110162,146138,18,0.1482,2,5,0,6,5,0.0737,0.0846,24,3,9,0
28,269219,88025,12,0.2048,2,0,0,9,7,0.0272,0.0328,45,3,4,0
36,54028,487754,36,0.2908,2,5,1,4,3,0.2508,0.3237,11,3,9,0
20,151353,124056,36,0.2316,0,2,0,3,2,0.0228,0.028,39,0,31,0
58,251793,222871,12,0.1135,0,5,0,4,2,0.0738,0.0821,21,0,3,0
30,228953,467882,1,0.2399,2,7,0,4,3,2.0436,2.5337,5,1,1,1
60,109100,243226,36,0.1976,2,1,0,3,1,0.0619,0.0742,34,3,0,0
20,149210,277375,18,0.1901,1,2,0,6,6,0.1033,0.1229,49,0,3,0
54,37584,116027,3,0.1072,1,7,1,6,5,1.029,1.1393,40,0,3,1
50,78827,484000,3,0.2936,0,5,0,4,4,2.0467,2.6475,27,2,2,1
26,278577,115514,3,0.1698,0,5,0,0,0,0.1382,0.1617,42,0,1,0
33,289251,323096,12,0.2743,0,9,0,9,9,0.0931,0.1186,58,4,3,0
59,104098,193137,1,0.137,0,7,0,3,3,1.8553,2.1094,31,0,1,1
47,253468,374877,6,0.2672,3,0,0,6,4,0.2465,0.3124,30,1,1,0
29,214660,274358,6,0.222,3,1,0,1,1,0.213,0.2603,16,1,6,0
40,291303,267629,1,0.1961,0,8,1,4,4,0.9187,1.0989,58,3,1,1
53,117435,50273,36,0.1942,3,2,0,9,8,0.0119,0.0142,17,2,36,0
53,187108,258641,18,0.2261,1,3,0,0,0,0.0768,0.0942,24,1,13,0
36,44386,313659,24,0.1459,0,0,0,6,5,0.2944,0.3374,12,1,1,0
25,255960,247437,3,0.2696,2,1,1,2,2,0.3222,0.4091,21,3,2,1
39,265327,139390,1,0.2897,2,2,0,3,3,0.5254,0.6776,48,4,1,1
52,231659,213057,24,0.2925,1,2,1,1,1,0.0383,0.0495,31,1,19,0
34,172963,158720,36,0.2176,2,8,0,1,0,0.0255,0.031,39,0,33,0
30,228083,260893,36,0.1334,1,5,0,3,2,0.0318,0.036,15,0,34,0
48,40130,240510,36,0.2527,0,0,0,1,0,0.1665,0.2086,11,0,2,0
24,203077,205725,36,0.2318,1,9,0,6,5,0.0281,0.0347,4,0,0,0
30,189360,398042,3,0.2677,1,5,1,5,5,0.7007,0.8882,49,0,3,1
24,85207,352617,1,0.1024,0,3,1,6,4,4.1384,4.5621,40,1,1,1
57,173915,287939,6,0.1306,2,7,0,5,5,0.2759,0.312,54,3,4,0
31,245045,24161,18,0.1505,1,8,0,6,6,0.0055,0.0063,2,2,10,0
42,245547,88614,18,0.2518,2,7,1,2,2,0.02,0.0251,25,4,8,0
33,175565,419337,12,0.1677,1,7,0,7,6,0.199,0.2324,19,1,1,0
29,273638,329623,18,0.1566,1,4,1,9,7,0.0669,0.0774,32,2,16,0
64,242046,492057,6,0.1505,2,7,0,9,8,0.3388,0.3898,28,1,6,0
59,75396,229816,1,0.2027,0,7,0,4,2,3.0481,3.666,52,4,1,1
51,121009,461329,6,0.2479,1,2,0,1,0,0.6354,0.7929,13,0,6,1
32,277424,277954,36,0.2081,1,6,1,7,6,0.0278,0.0336,36,4,24,1
53,287085,343391,1,0.2906,0,9,0,4,4,1.1961,1.5438,27,0,0,0
21,156363,137607,6,0.2672,3,3,0,0,0,0.1467,0.1859,26,3,2,0
30,85069,49315,3,0.2746,1,4,1,0,0,0.1932,0.2463,16,1,2,0
41,256123,459486,18,0.2626,0,8,1,8,6,0.0997,0.1258,41,3,12,1
56,237906,24708,12,0.1395,2,1,0,6,4,0.0087,0.0099,54,3,3,0
18,283393,228888,24,0.1226,1,9,1,0,0,0.0337,0.0378,59,1,9,0
39,63255,59275,36,0.1173,1,9,0,5,3,0.026,0.0291,59,1,22,0
18,92418,286777,3,0.2044,0,9,0,7,7,1.0343,1.2458,11,4,3,1
51,16825,298317,3,0.139,0,6,0,1,0,5.9102,6.7319,57,2,2,1
31,150086,161509,1,0.2857,1,7,0,5,3,1.0761,1.3835,48,4,0,1
23,93296,431108,1,0.2769,2,8,0,4,2,4.6209,5.9005,51,2,0,1
50,15152,96925,6,0.289,1,3,0,8,8,1.0661,1.3743,34,2,2,0
47,44948,258052,24,0.1567,1,5,0,4,4,0.2392,0.2767,3,4,18,0
39,20286,387682,18,0.1341,1,8,1,8,7,1.0617,1.2041,58,1,14,1
62,197666,288983,24,0.1417,0,6,0,6,6,0.0609,0.0695,47,0,23,0
26,286521,320632,12,0.2039,0,0,0,3,2,0.0933,0.1123,7,3,3,0
18,286796,104929,1,0.1731,3,3,1,2,2,0.3659,0.4292,15,1,0,1
46,200468,209761,6,0.1768,2,1,0,2,0,0.1744,0.2052,14,3,5,0
26,235020,193019,1,0.2778,0,6,1,4,4,0.8213,1.0494,38,3,0,1
40,128801,449712,24,0.1294,0,7,0,5,3,0.1455,0.1643,35,3,17,0
38,259398,350393,24,0.2051,3,2,0,7,7,0.0563,0.0678,28,2,10,0
40,14247,23510,6,0.128,0,3,1,4,3,0.275,0.3102,7,4,6,1
23,5809,73536,18,0.2187,2,7,1,5,5,0.7033,0.8571,15,1,7,1
33,125901,139870,36,0.1252,2,7,0,3,1,0.0309,0.0347,33,2,12,0
57,98257,162076,6,0.2012,0,2,1,1,1,0.2749,0.3302,16,0,1,0
57,112305,79984,18,0.2047,0,8,0,4,3,0.0396,0.0477,21,1,12,0
63,256056,74680,3,0.1732,0,0,0,8,6,0.0972,0.1141,34,3,1,0
32,212147,22612,36,0.2335,0,8,0,3,2,0.003,0.0037,28,0,34,0
28,19579,272852,24,0.2097,0,3,0,9,8,0.5807,0.7025,20,2,1,0
30,168029,328215,12,0.212,0,4,0,0,0,0.1628,0.1973,9,0,5,0
57,192634,37462,1,0.1673,2,3,0,3,3,0.1945,0.227,1,2,0,0
48,160817,454873,3,0.167,2,7,0,2,2,0.9428,1.1003,23,1,3,0
23,269735,483043,12,0.1439,3,4,0,6,5,0.1492,0.1707,30,0,0,0
51,43764,318276,3,0.26,2,8,0,9,9,2.4242,3.0545,24,0,2,0
47,116937,477597,3,0.1291,3,9,1,5,4,1.3614,1.5372,41,3,0,1
62,273109,405476,18,0.2909,0,1,0,2,0,0.0825,0.1065,32,4,14,1
29,29145,196545,18,0.201,2,1,1,6,6,0.3746,0.45,59,4,8,1
28,13574,28165,12,0.2916,0,9,0,7,7,0.1729,0.2233,45,1,10,0
23,14330,450455,6,0.2394,0,3,0,3,2,5.2391,6.4934,52,0,3,1
27,214658,397318,24,0.2263,1,3,1,4,2,0.0771,0.0946,1,4,10,0
19,118773,141781,12,0.2889,0,5,1,3,2,0.0995,0.1282,56,2,10,1
56,113454,90513,24,0.2093,3,0,0,8,6,0.0332,0.0402,32,3,3,1
50,147905,80074,1,0.286,0,6,0,1,1,0.5414,0.6962,19,2,1,0
60,68027,44999,6,0.2521,0,4,0,9,9,0.1102,0.138,59,3,6,0
25,255052,345824,1,0.1032,1,0,0,2,2,1.3559,1.4958,5,2,0,0
62,80352,206529,3,0.2817,1,8,1,0,0,0.8568,1.0982,27,0,0,1
51,106488,105531,24,0.2051,1,6,0,0,0,0.0413,0.0498,34,4,17,0
32,52785,135586,18,0.1081,1,8,1,7,6,0.1427,0.1581,37,4,0,1
58,267909,303234,18,0.1371,0,4,1,6,5,0.0629,0.0715,56,4,17,1
48,299767,364281,1,0.1028,2,8,0,8,7,1.2152,1.3401,58,4,0,1
29,252655,4187,12,0.1499,0,7,0,9,9,0.0014,0.0016,52,0,7,0
51,6661,57283,6,0.2203,0,8,0,5,4,1.4333,1.749,29,4,4,1
22,7216,69623,1,0.263,1,1,0,4,3,9.6484,12.1862,52,4,1,1
60,286983,197610,18,0.1645,0,2,0,0,0,0.0383,0.0445,26,1,5,0
44,293964,416393,6,0.1878,0,2,0,5,3,0.2361,0.2804,23,0,4,0
56,140847,498711,12,0.1995,0,1,0,9,9,0.2951,0.3539,39,1,6,0
20,41456,334058,3,0.1956,0,8,0,2,0,2.686,3.2114,58,4,0,1
34,252768,66119,18,0.2973,2,4,0,0,0,0.0145,0.0189,53,4,4,0
38,10718,492309,1,0.2813,2,4,0,5,4,45.9329,58.8536,51,0,1,1
22,261681,460341,12,0.1681,0,0,1,7,6,0.1466,0.1712,32,1,5,1
24,49014,445691,1,0.2026,0,2,0,5,3,9.0931,10.9354,26,4,1,1
23,202790,332583,24,0.2224,3,7,1,1,0,0.0683,0.0835,26,3,9,1
61,58244,94135,3,0.1612,0,5,0,2,1,0.5387,0.6256,47,0,3,1
48,235201,285655,6,0.124,1,0,1,0,0,0.2024,0.2275,7,2,4,1
56,71471,327606,24,0.1791,0,7,0,3,1,0.191,0.2252,41,0,12,0
35,176602,145476,18,0.1009,2,0,1,9,7,0.0458,0.0504,16,2,11,1
42,85832,202244,36,0.1433,1,7,0,8,6,0.0655,0.0748,45,1,7,0
37,80876,470324,18,0.2198,0,3,0,2,2,0.3231,0.3941,17,0,16,0
52,168322,108199,24,0.1597,0,5,0,3,3,0.0268,0.0311,42,4,14,0
28,19925,81817,6,0.246,3,8,0,8,6,0.6844,0.8527,40,0,4,1
64,57835,13467,3,0.1224,1,8,1,5,5,0.0776,0.0871,4,3,2,0
36,193580,141767,18,0.1354,3,3,1,1,0,0.0407,0.0462,23,1,4,1
63,111529,96520,1,0.1678,1,3,1,2,1,0.8654,1.0106,23,2,0,1
36,139713,279913,24,0.1479,0,0,0,1,0,0.0835,0.0958,40,0,5,0
18,204523,46522,6,0.2854,3,0,0,9,7,0.0379,0.0487,9,1,1,0
38,298276,173765,24,0.1302,1,8,0,7,6,0.0243,0.0274,14,0,10,0
40,214264,274546,36,0.1179,1,3,0,0,0,0.0356,0.0398,44,0,5,0
53,82199,376798,6,0.2506,0,0,0,4,2,0.764,0.9555,20,2,6,1
35,171728,258847,3,0.1238,0,8,0,0,0,0.5024,0.5647,10,2,1,0
57,208457,379904,3,0.2972,0,2,0,6,6,0.6075,0.788,1,0,3,0
25,28670,64603,6,0.1185,1,1,0,1,0,0.3756,0.42,25,0,6,1
18,108811,280408,1,0.2976,1,2,0,1,0,2.577,3.344,20,3,1,1
28,71280,346531,3,0.267,0,9,0,8,7,1.6205,2.0533,24,3,1,0
54,155010,285752,18,0.2783,0,4,0,4,4,0.1024,0.1309,14,3,9,0
35,31555,9002,6,0.264,1,6,1,1,0,0.0475,0.0601,48,2,2,0
26,96012,166998,24,0.1422,1,6,0,3,1,0.0725,0.0828,35,3,24,0
51,126313,299930,24,0.1433,0,6,0,1,0,0.0989,0.1131,48,2,24,0
56,135314,194173,1,0.2642,1,0,0,6,4,1.435,1.8141,39,0,1,1
51,291852,288266,36,0.2939,0,7,0,6,5,0.0274,0.0355,15,4,0,0
50,135626,68029,24,0.2382,1,2,0,3,2,0.0209,0.0259,43,1,9,0
28,140712,16376,6,0.2502,0,3,0,6,6,0.0194,0.0243,3,0,0,0
30,236072,161788,3,0.1306,0,2,0,5,5,0.2284,0.2583,55,0,1,0
18,272713,240619,6,0.2591,1,9,1,3,3,0.1471,0.1852,6,1,4,0
58,153378,329822,6,0.2367,3,8,0,7,7,0.3584,0.4432,8,2,2,0
35,107866,353302,24,0.1812,0,2,0,0,0,0.1365,0.1612,51,3,9,0
32,299655,37981,18,0.252,0,4,0,0,0,0.007,0.0088,2,1,13,0
46,238366,353097,6,0.1129,0,7,0,6,4,0.2469,0.2748,46,0,1,0
58,44775,459730,3,0.2324,2,8,1,6,5,3.4225,4.2178,58,3,1,1
23,280476,284687,3,0.262,0,6,0,3,3,0.3383,0.427,14,0,3,0
42,275906,194923,12,0.2963,0,1,0,1,0,0.0589,0.0763,29,3,8,0
40,232115,29691,6,0.1024,0,8,0,0,0,0.0213,0.0235,21,0,6,0
52,255246,222099,24,0.1949,2,3,0,2,0,0.0363,0.0433,23,0,8,0
47,266700,462703,6,0.2133,3,6,0,9,8,0.2892,0.3508,4,3,5,1
37,18201,385861,24,0.2359,0,2,1,8,8,0.8833,1.0917,29,2,2,1
59,164377,425602,3,0.234,1,5,0,7,7,0.8631,1.065,15,3,0,0
26,256477,377888,3,0.2253,0,6,0,9,7,0.4911,0.6018,3,3,2,0
36,7697,21145,3,0.1041,2,8,0,0,0,0.9157,1.0111,43,4,0,1
34,9539,100417,3,0.2314,3,8,1,6,5,3.509,4.321,27,1,1,1
30,130004,52009,6,0.2383,0,6,0,8,8,0.0667,0.0826,10,0,6,0
43,123621,430066,18,0.1335,0,3,1,5,3,0.1933,0.2191,7,3,11,1
52,231069,304940,12,0.1125,0,2,0,5,3,0.11,0.1223,48,2,6,0
38,201328,40005,3,0.2614,0,4,0,5,5,0.0662,0.0836,32,0,1,0
26,153269,84649,36,0.1857,0,9,0,8,7,0.0153,0.0182,26,0,0,0
52,102311,59458,1,0.2969,0,7,0,3,2,0.5811,0.7537,29,4,0,0
61,164027,463901,3,0.2597,0,8,0,7,7,0.9427,1.1876,50,4,2,1
52,292802,498739,18,0.2708,1,1,0,1,1,0.0946,0.1203,55,2,13,0
37,215623,393332,12,0.2034,2,0,0,8,8,0.152,0.1829,10,0,1,0
24,47478,267598,1,0.1947,2,5,0,9,7,5.6363,6.7334,9,3,1,1
64,91755,91560,24,0.1226,0,8,1,6,5,0.0416,0.0467,52,2,0,0
21,224583,171491,3,0.1194,2,7,0,4,3,0.2545,0.2849,17,0,3,0
58,249758,432604,36,0.1506,0,0,0,6,4,0.0481,0.0554,31,0,17,0
40,216663,486056,3,0.2194,0,3,0,8,7,0.7478,0.9118,26,4,3,1
27,38600,182894,12,0.2359,0,3,1,5,5,0.3948,0.488,4,4,5,0
58,27643,418918,1,0.2655,0,5,0,5,5,15.1546,19.1775,17,1,1,1
53,207961,440300,6,0.262,2,5,0,5,4,0.3529,0.4453,49,3,2,0
28,158468,179825,6,0.2146,1,8,0,6,6,0.1891,0.2297,43,4,6,0
49,68898,331102,12,0.2979,0,2,0,9,9,0.4005,0.5198,49,1,12,0
49,226324,192080,18,0.1138,2,4,0,7,5,0.0471,0.0525,1,2,0,0
49,53595,339725,24,0.1144,2,6,0,9,8,0.2641,0.2943,14,0,18,0
54,258160,73219,3,0.1373,3,0,0,4,4,0.0945,0.1075,4,0,0,0
52,62959,98100,1,0.1066,0,5,0,2,1,1.5582,1.7243,44,3,1,1
29,289709,471066,3,0.1842,1,6,0,2,1,0.542,0.6419,51,1,0,0
23,36804,495587,3,0.141,0,1,0,9,9,4.4885,5.1215,3,1,0,0
33,79550,230902,24,0.1476,0,7,0,3,3,0.1209,0.1388,41,2,12,0
36,63035,54196,36,0.2655,1,4,1,8,7,0.0239,0.0302,57,3,9,0
58,137223,30910,1,0.2247,2,2,0,6,6,0.2253,0.2759,24,3,1,0
56,163603,406470,12,0.173,0,9,0,7,6,0.207,0.2429,42,2,8,0
57,284287,31845,36,0.2573,2,2,0,9,8,0.0031,0.0039,47,1,5,0
53,178690,301576,3,0.2945,1,4,0,7,7,0.5626,0.7282,37,2,0,0
26,250451,135956,1,0.2079,0,8,0,5,5,0.5428,0.6557,13,0,0,0
57,237365,112075,6,0.1494,0,0,0,7,5,0.0787,0.0904,48,1,1,0
40,134467,112669,36,0.1781,1,6,0,7,6,0.0233,0.0274,16,0,18,0
54,266866,26309,24,0.2894,0,6,0,4,3,0.0041,0.0053,48,4,0,0
63,203647,82713,36,0.2909,1,6,0,9,7,0.0113,0.0146,41,4,35,0
64,254000,101042,1,0.234,1,0,0,1,1,0.3978,0.4909,30,0,0,0
41,283178,296634,18,0.2656,1,7,0,7,7,0.0582,0.0737,48,3,8,0
46,158660,225558,12,0.1353,2,8,0,5,4,0.1185,0.1345,49,0,9,0
37,40091,239030,18,0.2742,2,8,0,7,6,0.3312,0.422,20,1,6,0
61,238689,340855,36,0.2186,3,2,0,5,3,0.0397,0.0483,44,1,16,0
26,19491,80135,6,0.2531,1,3,0,1,0,0.6852,0.8586,45,3,0,0
34,280657,228546,6,0.1497,0,9,0,8,6,0.1357,0.156,44,0,4,0
47,196032,237977,6,0.2609,0,4,0,5,3,0.2023,0.2551,42,3,4,0
38,212547,31914,6,0.1412,0,3,0,8,7,0.025,0.0286,18,1,5,0
23,131644,481157,36,0.2917,1,4,0,4,4,0.1015,0.1311,55,0,2,0
27,53905,216063,24,0.2679,1,7,0,2,2,0.167,0.2118,43,3,12,0
30,19416,8105,6,0.1999,2,9,0,9,7,0.0696,0.0835,9,0,5,0
30,114859,240077,18,0.189,0,9,0,0,0,0.1161,0.1381,59,1,1,0
54,73703,277576,24,0.2942,0,8,0,8,8,0.1569,0.2031,17,2,19,0
30,202030,381122,36,0.2264,2,8,1,1,1,0.0524,0.0643,3,0,34,0
28,183272,11744,36,0.1812,1,3,1,1,0,0.0018,0.0021,48,4,24,1
29,107068,109966,1,0.2847,0,2,0,8,7,1.0271,1.3194,5,1,1,1
61,83679,74281,3,0.2572,0,8,0,3,3,0.2959,0.372,8,4,2,0
30,37125,423071,1,0.2564,1,5,0,9,7,11.3959,14.3177,19,1,1,0
35,176224,267509,18,0.2942,2,4,0,0,0,0.0843,0.1091,1,2,8,0
24,280873,166986,3,0.2289,3,4,1,7,5,0.1982,0.2435,30,2,3,1
30,224327,322279,3,0.1488,0,9,0,0,0,0.4789,0.5501,25,2,3,0
56,157958,451411,24,0.2437,0,3,1,5,4,0.1191,0.1481,44,3,8,1
53,123454,359808,12,0.2103,0,4,0,0,0,0.2429,0.2939,33,2,7,0
25,153712,317278,12,0.1458,1,0,0,7,6,0.172,0.1971,34,2,7,0
27,8478,183855,18,0.1123,1,6,1,1,0,1.2048,1.3401,21,2,10,1
25,224727,26901,1,0.282,0,2,0,5,5,0.1197,0.1535,5,0,0,0
55,278451,303449,6,0.2445,0,1,0,4,4,0.1816,0.226,35,3,1,0
26,295396,454243,1,0.1928,1,3,0,9,9,1.5377,1.8343,30,0,1,1
42,114216,141071,24,0.2719,2,2,1,7,7,0.0515,0.0655,42,1,18,0
50,64998,343230,12,0.2105,0,9,0,2,2,0.4401,0.5327,44,1,9,0
29,171309,111233,12,0.1825,2,6,0,7,5,0.0541,0.064,1,1,10,0
35,249061,435971,3,0.2576,0,1,1,2,1,0.5835,0.7338,50,0,1,1
39,94503,116462,18,0.2427,0,0,1,9,9,0.0685,0.0851,46,0,0,1
56,72090,100094,24,0.2512,1,1,0,9,9,0.0579,0.0724,13,4,18,0
55,52749,207150,24,0.1213,0,5,0,0,0,0.1636,0.1835,21,0,18,0
25,283284,412619,12,0.2083,0,3,0,1,0,0.1214,0.1467,49,4,7,1
18,197938,377682,6,0.1895,0,3,0,8,7,0.318,0.3783,28,1,5,0
26,222253,210411,36,0.2438,3,0,1,1,0,0.0263,0.0327,52,0,15,1
21,38958,56708,1,0.2598,0,0,0,2,1,1.4556,1.8338,31,1,1,1
37,268200,340903,12,0.119,3,0,0,8,8,0.1059,0.1185,34,3,2,0
58,245613,142268,3,0.2962,1,9,1,3,1,0.1931,0.2503,4,2,3,1
27,249089,296506,18,0.259,0,5,1,4,2,0.0661,0.0833,40,2,13,1
29,210159,23916,3,0.2574,2,0,0,3,1,0.0379,0.0477,1,2,0,0
45,89166,202737,12,0.2301,2,4,0,2,0,0.1895,0.2331,5,0,1,0
44,208777,243947,3,0.236,3,6,0,0,0,0.3895,0.4814,49,4,3,1
39,49952,253618,3,0.1148,1,0,1,5,3,1.6924,1.8867,21,2,3,1
51,213071,120016,1,0.2096,0,7,0,7,7,0.5633,0.6813,2,1,0,0
58,224282,485763,24,0.1329,0,3,0,3,2,0.0902,0.1022,41,3,0,0
45,230817,3495,18,0.2603,0,1,0,6,6,0.0008,0.0011,27,3,14,0
60,298307,189057,6,0.187,1,7,0,6,6,0.1056,0.1254,10,4,1,0
29,113085,498370,12,0.2841,2,5,0,2,1,0.3673,0.4716,55,2,7,0
30,25904,182911,36,0.1492,2,3,0,4,3,0.1961,0.2254,43,4,5,0
49,58426,221656,36,0.1959,1,1,1,2,1,0.1054,0.126,30,1,19,0
47,197513,389881,3,0.2676,3,4,0,4,4,0.658,0.8341,12,1,0,0
47,182924,383758,3,0.2294,1,7,0,2,1,0.6993,0.8597,41,0,3,1
60,5780,68222,1,0.231,2,6,0,2,0,11.8031,14.5297,31,2,1,1
39,181627,253785,1,0.2825,3,4,0,1,0,1.3973,1.792,17,1,0,1
