age,monthly_income,loan_amount,repayment_period,credit_history,debt_to_income_ratio,past_default_flag,previous_loan_count,on_time_repayment_count,fraud_score,recent_application_count,kyc_face_verified,ocr_id_verified,id_reuse_flag,approved
56,1677,349284,24,8,8.6783,0,6,4,0.1631,1,1,0,0,0
58,5508,250516,6,8,7.5804,1,4,3,0.2447,4,1,1,0,0
28,114435,369035,36,9,0.0896,0,5,5,0.0502,3,1,1,0,1
56,144745,354599,18,2,0.1361,1,7,5,0.1875,3,1,1,0,0
41,309428,480906,6,0,0.259,0,3,1,0.0202,2,0,1,0,1
63,139077,75442,18,8,0.0301,0,5,4,0.0786,0,1,1,0,1
36,456876,211906,36,6,0.0129,1,9,7,0.0965,3,1,1,0,1
21,12228,371145,12,1,2.5293,1,1,0,0.3893,1,1,1,0,0
43,119132,250681,12,5,0.1754,0,8,8,0.1718,0,1,1,0,1
55,132958,52866,3,8,0.1325,1,8,6,0.2847,1,1,1,0,0
59,135155,330027,6,7,0.407,0,9,7,0.3864,1,0,1,0,0
49,75664,464760,12,5,0.5119,0,9,7,0.0722,1,1,1,0,1
56,135474,56237,24,5,0.0173,0,5,3,0.1653,3,1,1,0,1
62,220633,287697,36,7,0.0362,0,5,4,0.1514,2,0,1,0,1
63,10636,224626,1,8,21.1194,0,9,7,0.2631,3,1,1,0,0
53,8120,399084,36,7,1.3652,0,6,6,0.0472,3,1,0,0,0
57,82804,97441,24,0,0.049,0,3,2,0.3853,2,1,1,0,1
54,2187,136032,12,1,5.1834,0,6,4,0.0501,4,0,1,0,0
50,322572,458169,12,5,0.1184,0,9,8,0.274,1,1,1,0,1
53,102893,404160,6,7,0.6547,1,0,0,0.1196,4,1,1,0,0
20,20969,462257,18,3,1.2247,0,6,4,0.2463,1,1,1,0,0
26,23981,186320,1,3,7.7695,0,0,0,0.1653,4,1,1,1,0
25,4947,417975,1,1,84.4906,0,7,6,0.0774,1,0,1,0,0
50,23063,412337,18,9,0.9933,0,9,8,0.5067,2,1,1,0,1
23,213191,177201,6,0,0.1385,0,5,4,0.2047,2,1,0,0,1
58,62940,377291,12,9,0.4995,0,0,0,0.0592,2,1,0,0,1
56,133435,378940,18,8,0.1578,0,0,0,0.1812,0,1,1,0,1
21,36230,347743,36,6,0.2666,1,3,3,0.1389,1,1,1,0,1
30,99731,444405,36,8,0.1238,1,6,4,0.2326,2,1,1,0,1
19,184289,425775,36,1,0.0642,0,4,2,0.2662,4,1,1,0,1
22,50865,137832,1,9,2.7098,0,4,3,0.0596,0,1,1,0,0
61,302455,108407,1,4,0.3584,0,7,5,0.0029,0,1,0,0,1
44,135185,210689,36,1,0.0433,0,1,1,0.215,2,1,1,0,1
49,36071,379928,36,9,0.2926,0,3,3,0.303,3,1,1,0,1
38,140172,246161,36,6,0.0488,0,3,2,0.1048,2,1,1,0,1
25,131441,389037,12,8,0.2466,0,7,6,0.0341,3,1,1,0,1
55,104711,296270,12,2,0.2358,0,5,4,0.1497,2,1,1,0,1
25,81252,31961,3,0,0.1311,0,9,9,0.1082,1,1,1,0,1
20,8742,236329,24,3,1.1264,0,8,7,0.0328,4,1,1,0,0
61,133728,428060,18,3,0.1778,1,9,9,0.1391,3,1,1,0,1
20,79026,277232,12,5,0.2923,0,8,8,0.2962,3,0,1,0,1
39,2056,139308,3,4,22.5856,0,3,1,0.0153,0,1,0,0,0
23,105709,367119,6,4,0.5788,1,9,7,0.4053,3,1,1,0,0
19,68270,55967,36,8,0.0228,1,6,5,0.0147,1,1,1,0,1
40,137844,88684,1,0,0.6434,0,2,1,0.1992,4,1,0,0,0
61,5785,257055,18,7,2.4686,0,5,4,0.4317,3,1,1,0,0
19,8815,104278,24,7,0.4929,0,0,0,0.1492,0,1,1,0,0
55,74723,233903,6,7,0.5217,0,4,4,0.3582,4,1,1,0,1
34,59214,314598,18,2,0.2952,0,5,4,0.0218,3,1,1,0,1
52,141951,439276,18,9,0.1719,1,4,2,0.1383,1,1,1,0,1
51,5570,174636,12,7,2.6127,0,6,5,0.0837,1,0,1,0,0
40,8965,34843,3,1,1.2955,0,3,3,0.11,4,1,1,0,0
47,130795,152504,18,7,0.0648,0,4,2,0.1969,0,1,1,0,1
25,137790,476464,24,7,0.1441,0,3,1,0.2258,1,1,1,0,1
39,140223,15433,6,2,0.0183,0,8,7,0.4541,2,0,1,0,1
61,90205,159880,24,3,0.0739,0,1,0,0.1617,2,1,1,0,1
53,476865,299389,18,8,0.0349,0,0,0,0.0322,3,1,0,0,1
22,90093,499644,24,8,0.2311,0,3,2,0.3171,1,1,1,0,1
30,66952,83922,24,9,0.0522,0,5,4,0.0206,2,1,1,1,0
46,51719,456438,36,8,0.2451,0,9,9,0.2178,3,1,1,0,1
48,4666,222760,3,9,15.9137,0,7,5,0.1799,3,1,1,0,0
64,145693,419118,1,5,2.8767,0,3,2,0.0165,3,1,0,0,0
33,82839,492414,18,0,0.3302,0,0,0,0.2488,0,0,1,0,0
59,62931,122074,6,7,0.3233,1,8,7,0.0761,3,1,1,0,1
47,7566,387551,36,8,1.4229,0,2,2,0.108,0,1,1,0,0
33,39374,15702,36,7,0.0111,1,5,4,0.2878,2,1,1,0,1
29,141298,102125,1,0,0.7228,0,9,8,0.1553,3,1,1,0,1
34,108709,196283,24,5,0.0752,0,7,7,0.2526,2,1,1,0,1
33,57287,45185,1,8,0.7887,0,4,3,0.1008,1,1,1,0,1
29,122252,93393,12,8,0.0637,1,6,6,0.1781,0,1,1,0,1
25,132750,177779,12,6,0.1116,1,9,7,0.1949,2,1,1,0,1
37,1560,478516,18,6,17.0412,1,8,6,0.244,3,1,1,0,0
20,191151,75222,36,3,0.0109,0,0,0,0.2163,2,1,1,1,0
33,436188,125018,6,6,0.0478,1,7,6,0.0827,3,1,1,0,1
47,28698,265560,12,9,0.7711,1,1,1,0.263,4,1,1,0,0
62,459620,387380,24,4,0.0351,0,0,0,0.0787,0,1,1,0,1
40,26309,354409,3,9,4.4903,0,3,2,0.1765,1,1,1,0,0
45,63786,426887,3,4,2.2308,0,5,4,0.0325,2,1,0,0,0
57,128005,381081,24,0,0.124,0,7,7,0.1134,2,1,1,0,1
22,143362,461894,1,1,3.2219,0,0,0,0.0588,4,1,0,0,0
37,147583,479524,24,8,0.1354,1,0,0,0.185,3,0,1,0,0
57,68233,262002,1,1,3.8398,1,9,9,0.128,1,0,1,0,0
61,132650,121003,1,9,0.9122,1,1,1,0.1005,3,1,1,0,0
18,3731,485129,3,1,43.3422,0,8,6,0.1069,3,1,1,0,0
47,75058,240610,12,8,0.2671,0,3,3,0.1741,2,1,0,0,1
38,167162,1207,24,2,0.0003,0,6,4,0.1882,2,0,1,0,1
37,84407,339526,12,1,0.3352,0,2,0,0.0669,2,1,1,0,1
23,297713,107968,18,6,0.0201,0,0,0,0.3976,0,1,1,0,1
39,173319,182862,6,8,0.1758,0,0,0,0.1204,0,1,1,0,1
35,2409,284655,3,5,39.3877,0,8,7,0.1162,2,0,1,0,0
25,109825,418927,36,6,0.106,0,3,2,0.5122,3,0,1,0,1
56,63812,392777,1,2,6.1552,0,2,1,0.1233,1,1,1,0,0
49,49616,180086,6,2,0.6049,1,4,3,0.0022,1,1,1,0,0
50,18145,365804,1,7,20.16,0,0,0,0.3799,3,1,1,0,0
33,112289,419962,6,6,0.6233,0,2,0,0.1853,4,1,0,0,0
29,17263,255409,6,4,2.4659,1,3,1,0.1863,3,1,0,1,0
55,72788,138096,12,5,0.1581,0,5,4,0.2041,1,1,1,0,1
51,13264,162464,36,8,0.3402,0,8,7,0.0966,4,0,1,0,0
31,60344,106909,18,2,0.0984,0,2,0,0.2289,4,0,1,0,0
53,137819,493956,18,2,0.1991,0,3,1,0.2614,1,1,1,0,1
50,39734,438747,1,5,11.0421,0,4,4,0.2643,4,0,1,0,0
40,55324,285903,3,7,1.7226,1,7,7,0.0961,0,1,1,0,0
62,116380,355404,18,4,0.1697,0,8,7,0.2069,2,1,0,0,1
19,92169,62586,3,0,0.2263,0,2,1,0.3622,4,1,1,0,1
58,1513,439988,1,2,290.805,0,2,1,0.0415,4,0,1,1,0
38,14184,239074,3,7,5.6184,0,6,4,0.4729,0,1,1,0,0
19,2947,405013,6,3,22.9054,0,8,7,0.0627,0,1,1,0,0
44,93743,253007,6,8,0.4498,0,0,0,0.0904,3,0,0,0,0
26,447900,60727,1,5,0.1356,0,0,0,0.4734,1,1,1,0,1
18,144587,91557,3,9,0.2111,0,1,1,0.3541,3,1,0,0,1
28,94858,364229,36,3,0.1067,0,5,5,0.1167,1,1,1,0,1
20,69800,230819,36,3,0.0919,0,2,1,0.1619,0,1,1,0,1
40,146260,181341,3,9,0.4133,0,7,5,0.0141,2,1,1,0,1
43,134233,305644,1,4,2.277,0,4,4,0.0099,1,1,1,0,0
21,10808,259976,36,6,0.6682,0,2,1,0.4309,1,1,1,0,0
35,134095,110266,18,6,0.0457,0,7,7,0.0893,0,0,1,1,0
23,50548,230942,12,9,0.3807,1,7,5,0.1882,4,1,1,0,0
52,54819,283130,18,6,0.2869,0,1,0,0.0859,3,0,0,0,0
39,120669,150392,24,4,0.0519,1,4,2,0.1233,2,1,0,0,1
60,486966,431167,12,8,0.0738,0,2,0,0.0607,1,0,1,0,1
32,60414,303838,3,1,1.6764,1,6,5,0.1967,4,1,1,0,0
39,61704,174684,12,7,0.2359,0,1,0,0.0157,0,1,1,0,1
54,72509,447939,36,9,0.1716,0,8,7,0.0264,1,1,1,0,1
59,93591,432785,12,7,0.3854,1,1,0,0.1111,4,1,0,0,0
29,19297,375244,3,2,6.4819,0,1,0,0.1153,3,1,1,0,0
64,101699,475773,6,4,0.7797,1,5,3,0.3494,0,1,1,0,0
59,477172,185614,12,7,0.0324,0,2,1,0.2347,4,1,1,0,1
55,101479,415415,36,9,0.1137,0,2,2,0.4232,4,1,1,0,1
35,113752,334180,36,8,0.0816,0,9,8,0.2932,1,1,1,0,1
62,14184,292810,1,6,20.6437,0,1,0,0.0544,3,0,1,0,0
52,26254,137474,18,3,0.2909,0,4,2,0.1787,0,1,1,0,1
47,75263,220979,3,3,0.9787,1,4,2,0.0316,0,0,1,0,0
41,198683,38549,3,2,0.0647,1,6,6,0.2772,3,1,1,0,1
59,114252,495206,12,7,0.3612,0,7,5,0.3228,2,1,1,0,1
47,122847,147587,6,5,0.2002,0,7,6,0.1843,1,1,1,0,1
31,89855,215195,6,9,0.3992,0,2,0,0.2234,4,1,1,0,1
23,3138,497576,18,5,8.8091,0,5,3,0.0512,1,1,1,0,0
20,20926,391054,18,9,1.0382,0,4,3,0.1021,3,1,1,0,0
33,97527,110433,36,9,0.0315,0,3,3,0.1874,4,1,1,0,1
24,115387,204665,6,8,0.2956,0,9,7,0.1996,2,1,1,0,1
31,8065,196670,24,2,1.0161,1,5,3,0.0134,3,0,1,0,0
26,81472,255357,6,3,0.5224,0,3,2,0.0664,1,0,1,0,0
32,173202,275243,6,2,0.2649,0,7,7,0.1887,4,1,1,0,1
38,90904,115159,12,2,0.1056,0,8,8,0.0027,0,1,1,1,0
52,59595,375026,36,0,0.1748,0,0,0,0.2993,4,1,1,0,0
19,138249,23097,1,9,0.1671,0,0,0,0.1122,4,1,1,0,1
44,43548,71719,18,5,0.0915,0,3,1,0.2159,3,1,1,0,1
19,149841,447582,24,8,0.1245,0,5,4,0.1024,2,1,1,0,1
52,72954,414679,24,4,0.2368,1,7,6,0.3832,4,1,1,0,1
35,1238,50094,3,9,13.4879,0,0,0,0.2789,4,1,1,0,0
31,38301,359740,6,1,1.5654,1,2,1,0.2754,2,1,0,0,0
37,3310,17696,6,9,0.891,0,3,1,0.1185,2,1,1,0,0
35,42187,271498,1,3,6.4356,0,9,9,0.1589,4,1,1,0,0
27,51835,412128,36,5,0.2209,1,1,1,0.165,0,1,1,0,1
42,8059,177420,6,6,3.6692,0,8,6,0.1434,0,1,1,0,0
19,34755,226969,18,6,0.3628,0,2,2,0.0209,0,1,1,0,1
42,74817,285024,24,3,0.1587,0,3,3,0.0203,3,1,1,0,1
50,17093,109061,6,9,1.0634,1,3,3,0.3588,3,1,1,0,0
53,184438,344440,1,9,1.8675,0,0,0,0.09,0,1,1,0,0
48,37940,71304,12,4,0.1566,0,4,3,0.2819,0,1,1,0,1
31,120804,24951,18,3,0.0115,0,4,2,0.0542,0,1,1,0,1
18,106544,165238,12,9,0.1292,0,1,0,0.1598,2,1,1,0,1
63,99437,376692,3,5,1.2627,1,0,0,0.5089,1,1,1,0,0
33,107969,187854,1,6,1.7399,1,4,2,0.2128,3,1,1,0,0
63,8604,455146,3,1,17.6331,0,4,2,0.0075,3,1,0,0,0
20,156302,149503,3,9,0.3188,0,6,4,0.1727,3,1,1,0,1
52,130784,281470,24,2,0.0897,1,9,8,0.1754,1,0,1,0,0
58,185651,159778,3,7,0.2869,0,9,9,0.2206,4,1,1,0,1
23,109266,296151,3,6,0.9035,1,1,0,0.0099,3,1,1,0,0
42,3045,224542,1,0,73.7412,0,7,6,0.2392,4,1,1,0,0
30,64902,40232,12,3,0.0517,0,4,4,0.0754,2,1,1,0,1
51,149974,34439,6,4,0.0383,1,4,3,0.2181,0,0,1,0,0
25,105052,491976,3,2,1.5611,0,8,7,0.204,0,0,1,0,0
38,49364,314915,24,3,0.2658,0,1,0,0.1199,2,1,0,0,1
51,2217,418519,36,9,5.2438,0,9,7,0.1075,0,1,1,1,0
21,109410,36229,6,9,0.0552,0,1,1,0.0735,2,1,1,0,1
42,170958,225577,24,9,0.055,1,4,4,0.3223,0,1,1,0,1
32,59153,451961,6,6,1.2734,0,0,0,0.0217,2,1,0,0,0
21,474887,314402,3,7,0.2207,0,4,4,0.3151,2,0,1,0,1
62,34284,283676,18,8,0.4597,1,4,4,0.2345,0,0,1,0,0
29,78975,231463,36,1,0.0814,1,7,6,0.1188,4,1,1,1,0
49,141436,335456,6,3,0.3953,1,5,3,0.1701,3,1,1,0,0
49,9749,141406,18,0,0.8058,0,5,4,0.1416,3,0,1,0,0
45,104157,382213,12,2,0.3058,0,4,4,0.0556,1,0,0,0,1
30,120711,125945,6,7,0.1739,0,4,4,0.1489,1,1,1,0,1
48,125090,169964,1,6,1.3587,0,7,5,0.1058,0,1,1,0,1
31,941,29484,24,7,1.3055,0,0,0,0.1979,3,1,1,1,0
37,41465,29831,36,5,0.02,0,8,7,0.0164,1,0,1,0,1
35,481084,242527,12,4,0.042,0,5,4,0.2281,3,1,1,0,1
46,57671,247156,12,9,0.3571,1,8,6,0.0595,2,1,1,0,1
23,123139,155737,36,8,0.0351,0,1,0,0.0425,4,0,0,0,0
49,118845,292349,18,4,0.1367,0,2,1,0.0793,2,1,1,0,1
46,64986,248315,3,8,1.2737,0,0,0,0.0372,1,0,0,0,0
60,90396,335734,24,3,0.1548,1,4,4,0.1057,1,1,1,0,1
19,70178,175540,1,4,2.5014,1,1,0,0.1732,0,1,1,0,0
40,25745,129609,36,0,0.1398,0,0,0,0.1081,4,1,1,0,0
36,14043,262736,36,5,0.5197,1,8,8,0.2006,4,1,1,0,0
48,4114,455941,1,2,110.8267,0,8,6,0.105,3,1,1,0,0
22,58722,460780,18,9,0.4359,0,5,5,0.2247,0,1,0,0,1
36,101623,404584,18,1,0.2212,1,7,6,0.1697,4,1,1,0,1
51,126074,284579,12,5,0.1881,0,8,6,0.1329,1,1,1,0,1
27,133592,214662,36,0,0.0446,0,4,3,0.1487,2,0,0,0,0
42,48941,115426,18,8,0.131,0,1,0,0.2868,2,1,1,0,1
19,132353,431578,3,4,1.0869,0,3,2,0.2724,4,1,1,0,0
28,119417,212219,12,6,0.1481,0,2,0,0.0929,2,1,1,0,1
48,189645,407610,12,9,0.1791,0,9,8,0.181,1,0,1,0,1
32,15313,101159,12,8,0.5505,0,6,4,0.0814,3,1,1,0,0
26,148768,391261,1,8,2.63,0,9,9,0.2923,1,0,0,0,0
40,167075,115623,24,6,0.0288,0,9,7,0.1982,4,1,0,0,1
36,104241,97284,24,3,0.0389,0,9,8,0.1756,1,1,1,0,1
26,38397,491476,1,3,12.7999,1,7,6,0.2752,1,1,0,0,0
52,364157,381261,12,6,0.0872,0,4,4,0.1278,2,0,1,0,1
38,196752,441969,3,7,0.7488,1,1,1,0.1355,3,1,1,0,1
26,144576,317572,6,6,0.3661,0,8,8,0.1527,0,0,1,0,1
45,3342,175110,12,9,4.3664,0,0,0,0.0479,4,1,1,0,0
63,130828,450354,18,3,0.1912,0,4,2,0.1247,4,0,1,0,1
24,53488,486334,36,3,0.2526,0,2,0,0.0718,1,1,1,0,1
33,117119,211205,36,7,0.0501,0,7,5,0.1061,2,1,1,0,1
33,5142,10880,24,8,0.0882,0,7,7,0.1508,2,1,0,0,1
50,8856,415031,36,6,1.3018,0,0,0,0.2748,4,0,0,0,0
21,30624,476705,6,2,2.5944,0,3,2,0.1882,0,0,1,0,0
21,6061,351520,1,9,57.997,0,9,7,0.0708,0,1,1,0,0
56,196087,210494,1,0,1.0735,1,7,7,0.1272,3,1,1,0,0
57,287201,444514,6,4,0.258,0,8,8,0.1747,1,1,1,0,1
34,93183,471718,24,5,0.2109,1,8,8,0.1451,4,0,1,0,0
54,103026,419656,24,8,0.1697,0,1,0,0.1162,0,1,1,0,1
56,3952,138586,18,4,1.9482,0,8,7,0.0931,0,0,0,0,0
46,139125,300812,1,0,2.1622,1,7,5,0.0656,2,1,1,0,0
53,8431,308513,1,3,36.5927,0,8,7,0.1199,3,1,1,0,0
55,42215,50179,12,1,0.0991,0,8,8,0.0616,4,1,0,0,1
56,70046,262274,3,3,1.2481,0,2,1,0.0351,3,1,1,0,0
54,14307,311213,18,6,1.2085,0,4,3,0.3857,0,1,1,0,0
52,170397,202957,12,8,0.0993,1,2,1,0.1515,3,1,1,0,0
24,66616,262668,36,2,0.1095,0,5,3,0.0165,0,1,1,0,1
44,135333,329709,3,2,0.8121,1,9,8,0.3309,2,0,1,0,0
45,3848,466368,36,3,3.3666,0,4,2,0.1721,1,1,1,0,0
39,66943,297908,1,6,4.4502,0,1,0,0.0165,4,1,1,0,0
31,83868,444709,3,5,1.7675,0,2,0,0.1927,1,1,1,0,0
24,64855,420040,1,4,6.4766,1,6,6,0.071,3,1,1,0,0
54,16727,196616,24,3,0.4898,0,9,9,0.174,0,1,1,0,0
39,10814,224320,12,7,1.7286,1,9,9,0.2078,1,1,1,0,0
22,25332,311605,1,3,12.3008,0,4,2,0.0758,2,1,1,0,0
19,33987,412687,3,2,4.0475,0,2,2,0.0336,3,1,1,0,0
44,16301,419472,12,6,2.1444,0,3,1,0.2228,3,1,1,0,0
38,148285,34142,3,1,0.0767,1,5,3,0.2228,1,1,1,0,1
55,121741,45329,3,3,0.1241,0,7,5,0.0586,3,1,1,0,1
32,140475,135117,6,7,0.1603,0,6,6,0.0327,4,1,1,0,1
38,72033,146800,1,3,2.038,0,2,0,0.1752,1,1,1,0,0
27,193102,30713,1,9,0.1591,0,1,0,0.3491,1,0,1,1,0
40,81042,80374,3,6,0.3306,0,2,2,0.0979,2,1,0,0,1
56,190899,23659,36,1,0.0034,1,4,3,0.4728,3,1,1,0,0
22,146663,236325,24,4,0.0671,0,6,6,0.3895,2,1,1,0,1
18,143305,493325,1,3,3.4425,1,7,5,0.1711,3,1,1,1,0
30,20996,400568,18,8,1.0599,0,5,3,0.4575,1,1,1,0,0
38,20630,498990,24,6,1.0078,0,1,0,0.0864,3,1,1,0,0
43,13441,351710,24,8,1.0903,0,1,1,0.2259,2,1,1,0,0
62,42370,99582,24,9,0.0979,0,9,9,0.1945,1,1,0,0,1
38,71289,461157,1,6,6.4688,0,4,2,0.4427,3,1,1,0,0
35,5937,42747,24,1,0.3,1,4,4,0.1001,2,1,1,0,0
54,10196,204758,24,1,0.8368,0,0,0,0.219,3,0,1,0,0
62,93930,292767,12,1,0.2597,1,0,0,0.1028,2,1,1,0,0
49,57262,18716,1,4,0.3268,0,8,7,0.2506,4,1,1,0,1
53,65658,205673,24,0,0.1305,1,6,5,0.261,2,1,1,0,1
34,338539,406780,36,6,0.0334,0,7,7,0.2879,0,1,1,0,1
52,211506,20531,18,1,0.0054,0,4,3,0.2639,3,1,0,0,1
28,8418,257297,24,3,1.2735,0,2,0,0.0771,0,1,1,0,0
38,181409,41760,3,8,0.0767,0,2,1,0.3223,4,0,1,0,0
43,179481,4449,1,7,0.0248,1,2,2,0.016,2,1,1,0,1
21,479513,361880,12,9,0.0629,0,0,0,0.2113,1,1,0,0,1
51,35773,254786,18,1,0.3957,0,2,0,0.069,1,1,1,0,1
35,152868,296921,6,3,0.3237,0,1,0,0.1345,2,1,1,1,0
57,48972,8279,3,3,0.0564,0,7,5,0.2915,4,1,1,0,0
52,27818,439025,3,1,5.2607,0,9,7,0.2689,2,1,1,0,0
58,24335,6191,3,1,0.0848,0,9,7,0.3625,1,1,0,1,0
46,13659,337188,18,4,1.3715,0,5,4,0.2127,1,1,1,0,0
46,13574,245756,1,3,18.1049,0,4,3,0.1922,1,1,1,0,0
55,18577,268451,1,7,14.4507,0,0,0,0.1307,2,1,1,0,0
59,88916,136288,24,3,0.0639,0,1,0,0.1812,4,1,1,0,1
38,74314,461117,24,7,0.2585,0,1,0,0.3028,4,1,1,0,1
59,616,368244,1,4,597.7987,1,6,4,0.0988,4,1,1,1,0
30,128583,455959,36,0,0.0985,1,6,6,0.1306,1,0,1,0,0
58,405815,403343,24,8,0.0414,1,5,3,0.1044,3,1,0,0,1
34,71680,86438,36,7,0.0335,1,7,7,0.0524,2,0,0,0,0
26,126859,111283,1,0,0.8772,0,3,2,0.2148,1,0,1,0,0
58,122345,429752,3,2,1.1709,0,8,7,0.205,4,0,1,0,0
18,124627,263639,6,2,0.3526,1,7,6,0.1715,2,1,1,0,1
19,135120,70128,3,4,0.173,0,2,2,0.1227,4,1,0,0,1
46,142918,330912,36,6,0.0643,0,2,0,0.1916,0,1,1,0,1
50,33510,455578,24,0,0.5665,0,8,8,0.0976,1,1,1,0,1
27,294882,41816,6,0,0.0236,1,8,7,0.1765,4,1,0,0,0
57,7484,413535,6,9,9.2093,1,4,4,0.2806,0,1,1,0,0
38,41883,196367,1,5,4.6885,0,9,7,0.0635,4,0,1,0,0
45,3570,343347,12,4,8.0146,1,0,0,0.0646,1,1,1,0,0
28,125095,14000,18,2,0.0062,1,2,1,0.3668,3,0,1,0,0
51,27644,138791,12,2,0.4184,0,4,2,0.0068,4,1,1,0,1
25,100834,70981,6,3,0.1173,1,3,2,0.0372,4,1,1,0,1
39,123982,311085,12,9,0.2091,1,3,1,0.0772,0,1,1,0,1
25,201410,101671,24,1,0.021,0,0,0,0.0547,1,1,0,0,1
32,133585,470528,6,8,0.5871,0,5,4,0.0886,4,1,1,0,1
34,77651,40323,3,3,0.1731,0,9,8,0.0485,2,0,1,0,1
40,27674,214897,24,9,0.3236,0,3,2,0.1675,1,1,1,0,1
41,450071,189392,3,2,0.1403,1,0,0,0.0509,0,1,0,0,0
62,12259,143491,24,9,0.4877,0,9,8,0.0871,0,1,1,0,0
36,136457,205508,1,6,1.506,0,5,3,0.4772,0,0,1,0,0
22,6408,27403,36,8,0.1188,1,4,4,0.1562,1,1,0,0,0
49,176501,29298,24,1,0.0069,1,4,4,0.1261,1,1,1,0,1
61,147145,224764,18,5,0.0849,0,1,1,0.0104,4,1,1,0,1
18,44318,300509,3,4,2.2602,1,0,0,0.2257,0,1,1,0,0
40,145493,352717,24,0,0.101,0,6,6,0.1223,0,1,1,0,1
54,191276,440449,18,6,0.1279,0,4,4,0.2364,1,1,1,0,1
25,163663,464761,1,0,2.8397,1,2,1,0.0104,1,1,1,0,0
30,105184,73771,24,9,0.0292,1,5,3,0.1129,2,1,1,0,1
25,467740,485843,36,8,0.0289,0,2,1,0.3892,0,1,1,0,1
40,27318,450576,18,3,0.9163,0,5,3,0.4137,1,1,1,0,0
60,18055,325110,36,7,0.5002,0,5,5,0.0966,1,1,1,0,1
18,157202,39056,24,0,0.0104,1,8,7,0.1167,4,1,1,0,0
62,45077,320109,3,4,2.3671,0,7,6,0.013,0,1,1,0,0
41,119817,375762,3,2,1.0454,0,0,0,0.1207,2,1,1,0,0
52,182632,498656,12,3,0.2275,1,6,4,0.0717,1,1,1,0,1
41,199920,65237,12,3,0.0272,0,8,8,0.2114,4,1,1,0,1
34,94968,143267,24,7,0.0629,0,1,1,0.2264,4,1,1,0,1
22,117770,255063,12,9,0.1805,0,8,8,0.1812,3,1,1,0,1
37,124762,433590,24,9,0.1448,1,5,3,0.0121,0,0,1,0,1
38,11406,326683,24,2,1.1934,1,2,1,0.0509,4,1,0,0,0
57,132159,158320,36,0,0.0333,0,7,5,0.3717,2,1,1,0,1
48,40727,183526,18,4,0.2503,0,6,6,0.1495,0,0,1,0,1
63,162339,420442,3,1,0.8633,0,7,5,0.1503,2,1,0,0,0
53,124062,254085,1,5,2.048,1,7,5,0.2112,4,1,1,0,0
28,42476,87315,6,3,0.3426,0,6,4,0.0838,0,1,1,0,1
32,135355,77202,3,8,0.1901,0,0,0,0.1109,4,1,1,1,0
36,135728,349059,12,6,0.2143,0,9,8,0.0512,4,1,1,0,1
24,20822,32709,24,1,0.0655,0,9,9,0.3467,4,1,0,0,0
45,30668,115439,12,6,0.3137,1,9,7,0.15,1,0,1,0,0
60,43106,437066,18,9,0.5633,0,7,6,0.4068,1,1,1,0,1
22,4300,490570,12,7,9.5072,1,4,3,0.2965,2,1,1,0,0
22,144354,386144,18,2,0.1486,0,1,1,0.0855,1,0,1,0,1
47,85320,303681,1,2,3.5593,0,1,1,0.1962,2,1,0,0,0
49,69913,389125,24,1,0.2319,0,1,0,0.2201,1,1,0,0,0
25,96017,195530,12,0,0.1697,0,8,6,0.0486,4,1,1,0,1
27,172898,31949,18,2,0.0103,0,4,4,0.0593,1,0,1,0,1
55,118930,376434,12,9,0.2638,1,2,1,0.1843,3,1,1,0,1
64,397282,157925,18,6,0.0221,0,5,4,0.0787,4,0,1,0,1
49,19507,231803,36,8,0.3301,1,8,6,0.174,3,1,1,0,0
45,117552,416213,24,8,0.1475,0,8,7,0.4141,4,1,1,0,1
34,447924,167942,24,5,0.0156,0,8,8,0.1265,1,1,1,0,1
48,145514,59529,3,5,0.1364,0,9,8,0.0171,0,1,1,0,1
25,70239,326515,18,4,0.2583,1,3,1,0.2251,2,1,1,0,1
57,40530,313751,6,1,1.2902,0,4,2,0.0641,4,1,1,0,0
42,298775,452739,1,6,1.5153,0,0,0,0.0475,0,1,1,0,0
26,124097,166186,3,0,0.4464,0,9,9,0.0581,0,0,1,0,0
19,2423,435804,1,5,179.8613,0,5,5,0.1889,1,1,1,0,0
32,145436,313510,3,3,0.7186,0,1,1,0.2671,4,1,1,0,1
20,1890,30871,12,2,1.3612,0,6,5,0.182,0,1,1,0,0
53,73817,461713,18,0,0.3475,0,3,1,0.0402,2,1,1,0,1
21,301288,249755,12,5,0.0691,0,3,1,0.1756,3,1,1,0,1
31,61666,234988,1,6,3.8107,1,8,6,0.1386,1,1,1,0,0
58,9870,325428,24,0,1.3738,1,0,0,0.1946,1,1,1,0,0
58,37525,109043,1,0,2.9059,0,5,3,0.0997,1,1,1,0,0
42,127293,399906,3,6,1.0472,0,1,0,0.2566,2,1,0,0,0
27,17850,147240,1,5,8.2487,0,5,4,0.1636,1,1,1,0,0
38,52403,440091,18,6,0.4666,1,6,6,0.3238,2,1,0,0,1
53,149902,249618,1,7,1.6652,0,2,2,0.072,0,1,1,0,0
29,1806,465210,12,7,21.4659,0,3,3,0.0946,4,1,1,0,0
44,1360,66116,24,8,2.0256,1,1,0,0.0496,0,1,1,0,0
57,125551,486694,18,8,0.2154,1,6,4,0.053,4,1,1,0,1
19,8751,390230,1,6,44.5926,1,8,6,0.0961,1,1,1,0,0
30,147490,142105,6,8,0.1606,1,4,3,0.1881,0,1,1,0,1
